text,language,label
【人民直播：#湖北介绍新冠肺炎出院患者愈后康复服务有关工作#情况】4月25日下午四点，湖北省新型冠状病毒肺炎疫情防控工作指挥部召开第84场新闻发布会，介绍新冠肺炎出院患者愈后康复服务有关工作情况，并回答记者提问。@人民日报 正在直播↓ L人民日报的微博视频 . ​​​​,chinese,True
【#美市长称去年感染过新冠病毒并检出抗体#】据美媒，美国新泽西州贝尔维尔市长迈克尔·梅勒姆4月30日称，自己去年就已感染新冠病毒。梅勒姆去年11月前往大西洋城参加会议后开始出现症状且“从未如此严重”。4月29日，血液抗体检测显示梅勒姆已有新冠病毒抗体。随后他发表声明宣布检测结果，并认为此前许多重症流感很可能就是新冠病毒。O网页链接,chinese,True
【#世卫提醒吸烟者新冠肺炎病亡风险更高#】5月11日，世卫组织发表基于目前研究的关于烟草使用和COVID-19之间关系的最新声明。声明称，吸烟造成肺功能损害，使人体更难抵抗冠状病毒和其他疾病。现有研究表明，吸烟者发展为重症和出现死亡的风险更高。同时，#世卫称吸烟预防新冠肺炎尚无法证实#。O世卫组织发表关于吸烟和2019冠状病毒病关系的...,chinese,True
【#新疆51万毕业年级学生16日开学#，#新疆开学后将免费为学生发口罩#】根据已确定的“时间表”，新疆51万名高三年级、初三年级、中职学校毕业年级学生将于3月16日首批开学，实行小班制，暂不进行聚集性活动，同时校园严格实行全封闭管理、其他无关人员一律禁止入内。小学、初中、高中、中职学校则在3月23日开学。高等院校和幼儿园等其他类型学校的开学时间，将根据全区疫情防控的总体形势，综合研判后，统筹有序安排。具体时间由自治区教育厅统一发布。（新华社）,chinese,True
【#美国新冠肺炎确诊超过72万#，#美国新冠肺炎死亡超过3.8万#】据美国约翰斯·霍普金斯大学发布的全球新冠肺炎数据实时统计系统，截至美国东部时间4月18日晚6时，全美共报告新冠肺炎确诊726645例，死亡38664例，共检测3690482例。在过去24小时，全美新增确诊34476例，新增死亡1943例。目前#全美确诊上万例的州有16个#。（张梦旭）,chinese,True
【#吉林市船营区调整为中风险#】据吉林省新冠肺炎疫情防控工作领导小组办公室：5月15日，吉林省公布吉林市船营区新增1例本地新冠肺炎确诊病例。按照国家新冠肺炎疫情分区分级标准，将吉林市船营区风险等级由低风险调整为中风险。O关于调整吉林省新冠肺炎疫情防控分区分级情况... ​​​​,chinese,True
【王毅：#中国利用疫情在南海扩大存在的说法是无稽之谈#】近期中国在南海的活动是否会影响“南海行为准则”磋商？王毅：认为中国利用疫情在南海扩大存在的说法完全是无稽之谈。我们看到的事实是，最近一段时间，中国正在集中精力同东盟各国开展抗疫合作，双方相互支持，相互帮助，彼此的互信得到进一步增强。一艘艘船只、一架架飞机装载着抗疫物资在南海往来穿梭，南海正在成为中国与东盟国家携手抗疫的合作之海、互助之海。反倒是少数域外国家却还在不断地向南海增派军机军舰炫耀武力，频频挑拨中国和东盟国家关系，处心积虑破坏南海得来不易的稳定局面，这样的行为居心不良，令人不齿。 L人民日报的微博视频,chinese,True
【#天津新增境外输入确诊1例#】记者从天津市疾控中心获悉，5月7日18时至8日6时，天津市新增报告境外输入新冠肺炎确诊病例1例（中国籍），累计报告境外输入确诊病例55例（中国籍51例、美国籍2例、法国籍1例、菲律宾籍1例），治愈出院53例，在院2例（普通型1例、分型待定1例）。　　第55例境外输入病例，女，47岁，工程师，中国籍，居住地法国巴黎。该患者于5月7日从法国巴黎乘CA934航班到天津滨海国际机场，入境时体温36.4℃，申报有腹泻症状，送空港医院发热门诊排查；经鼻、咽拭子核酸检测结果为阳性，经市专家组确诊为境外输入病例，分型待定；现已转往海河医院，有关流行病学调查正在进行中。（扎西）,chinese,True
【转扩重要提醒！#收到这条短信务必认真填写#】#北京大兴这条短信不是诈骗#！据@北京大兴 官方证实，为坚决阻断传播渠道，遏制疫情扩散蔓延，深入细致开展流调和病毒溯源工作，6月15日至16日，大兴区新冠肺炎防控领导小组办公室协调三大运营商，向有可能在5月30日以后路过新发地批发市场的市民发送配合填报信息的相关短信，具体链接如下：（O网页链接），请收到短信的市民积极填写。戳图↓↓反电诈提示也请认真阅读，周知！,chinese,True
周杰伦福州演唱会，给自己整了个隔离舱，这是cos天龙人吗这是要，挺惜命的整挺好，就是不知歌迷有啥装备 ​​​​,chinese,False
【再见了，2020年的3月】#3月最后一天#，这个月，过的也并不容易，但一切都在渐渐好转。方舱谢幕，援鄂医护陆续踏上归程，武汉地铁运营，人员开始复工，湖北解封。我们都知道，是无数个你，用坚守和努力，于寒冬深处拼出了这个春天。#2020过去3个月了#，期待一个更好的未来，阴霾会散，我们，必胜！ ​​​​,chinese,True
WHO权威专家艾尔沃德：中国新冠疫情二次爆发将是大概率事件！ ​​​个人感觉中国第二次大规模感染概率比较小。 ​​​​,chinese,False
【今天，转发致敬#战疫群侠#】84岁再次出征的无双国士，千里驰援不计生死的白衣精锐，“疫情不退，我们不退”的硬核英雄，接种疫苗的探路勇者，和无数奋战一线的无名斗士…中国人，总是被他们之中最勇敢的人保护得很好。侠之大者，为国为民，今天，致敬战疫群侠↓↓ ​​​​,chinese,True
【#美国新冠肺炎超369万例#，#美国至少39州实施不同形式的口罩令#】美国约翰斯·霍普金斯大学数据显示，截至美东时间18日下午6时36分，美国已有新冠病毒感染病例3697554例，其中包括死亡病例139948例。与该系统7月17日下午5时38分的数据相比，美国新增感染病例70497例，新增死亡病例960例。美国总统特朗普在接受福克斯新闻采访时表示，他不会发布要求美国人佩戴口罩以减缓新冠病毒传播的命令。“我希望人们享有一定的自由”， 特朗普称，“我不赞成如果所有人都戴上口罩，一切疫情就会消失的说法”。在采访中，媒体提到了美国疾控中心主任雷德菲尔德的话，即如果每个人都戴口罩，美国可以在4到6周内控制病毒传播。对此说法，特朗普表示他并不认同。他还说，公共卫生官员最初曾说人们无需戴口罩。不过，随后特朗普又说，“他相信口罩，口罩是好的”。目前，美国至少有39个州以及首都华盛顿哥伦比亚特区都已经实施了不同形式的口罩令。（人民日报记者 郑琪）,chinese,True
#最新疫情地图# 柳州奖励援鄂医疗队员每人一辆汽车！每辆车都印有英雄字样，今后在该市停车不收费。 2东莞 L思zs6669的微博视频 ​​​​,chinese,False
【#区长回应网传北京西城区政府停摆#：目前运转一切正常】2月18日，在北京市新型冠状病毒肺炎疫情防控工作新闻发布会上，西城区区长孙硕针对网传“西城区某部门出现一例新冠肺炎确诊病例，导致西城区政府工作停摆”的情况，表示西城区委区政府机关目前运转一切正常。孙硕说，西城区某部门的确发现一例新冠肺炎确诊病例。这名同志春节期间回河北任丘探亲，初六自驾车返京，初七正常上班投入到紧张的一线防疫工作中，其间体温监测一直正常，也没有任何明显症状。2月11日，这名同志突然接到老家疾控中心流调通知，其亲属诊断为新冠肺炎确诊病例。这名同志立即向单位和社区报告，马上进行居家隔离。区政府立刻组织这个单位的办公区域全面消毒。这名同志担心身体出问题，自行去医院就诊排查，之后被确定为新冠肺炎病例，属于轻症，目前正在定点医院救治。这名同志确诊后，西城区通过流行病学调查，划定密切接触者24人。为了最大范围控制风险，又划定了高风险人员45人。69名密切接触者及高风险人员，都采取了集中医学观察措施。（北京日报）,chinese,True
俄罗斯政府在街上放了800只狮子和老虎来防止民众外出🐯🦁️战斗民族抗肺炎就是这么朴实无华普京总统就是那么硬汉可爱😊 2荆门·京山县 ​​​​,chinese,False
【#美控制机器人账号散布中国制造病毒论#被揭底，华春莹：比病毒更可怕】6月9日，外交部发言人华春莹主持例行记者会。有记者提问，澳大利亚一项新的研究显示，推特上有用户群参与散布了“新冠病毒是中国制造的生化武器”的谣言，且很多转发该谣言的用户都是被远程控制的“机器人”账号，且很多用户群都与美国共和党及右翼势力支持者有关。华春莹回应，近段时间以来，关于新冠肺炎疫情的虚假信息，特别是针对中国的各种谎言和谣言甚嚣尘上，严重毒化了国际抗疫合作努力。事实证明，新冠病毒是全人类共同的敌人，比病毒更可怕的，其实是别有用心的人散布的虚假信息、谣言诽谤，这些政治病毒同样也是全人类共同的敌人。L人民视频的微博视频,chinese,True
【#美国新冠肺炎确诊病例超24万#，#美国新冠肺炎日增超3万#】据美国约翰斯·霍普金斯大学发布的全球新冠肺炎数据实时统计系统，截至美国东部时间4月2日晚6时，全美共报告新冠肺炎确诊242182例，死亡5758例，治愈8889例。过去24小时，新增确诊33111例，新增死亡1001例。（张梦旭） ​​​​,chinese,True
【考前必备！转存这份#高考前最后一天的叮嘱#】①考试用品要带全，身份证准考证别忘掉；②建议提前准备口罩；③体温37.3℃以下方可进考场；④饮食不搞特殊化，吃清淡，不贪凉；⑤7月的高考要了解天气预报，预判高温暴雨等极端天气…考前一天，一份#2020高考赶考指南拍了拍你#，转给身边的高考生！,chinese,True
【#沈阳公布2例本土病例行动轨迹#】据沈阳市卫健委，5月13日0时至24时，#辽宁新增2例本土病例#。以下为2名病例行动轨迹详情↓↓病例1孙某某，男，25岁，现住沈阳市浑南区大羊安村777号单位宿舍。孙某某自述：五一假期探亲后5月6日从鞍山返回沈阳至单位上班（单位地址：浑南区大羊安村777号）。 5月7日在单位上班未外出，当天19时回到宿舍接触舍友郝某某（已于5月10日诊断为新冠肺炎确诊病例），当晚二人共同在宿舍休息。 5月8日正常上下班，当天17时左右与同事乘网约车（辽A39ZC8）前往沈阳体育学院附近欲购买晚餐，下车后即接到单位要求其做新冠肺炎核酸检测的通知，遂单独乘网约车(辽A2P81C)前往苏家屯区中心医院，医院门岗值班人员告知该院无法做新冠肺炎核酸检测后，于18：30左右到医院附近苏家屯火车站候车室避雨（全程佩戴口罩，选择周围无人地方休息），约10分钟后乘网约车（辽AE593Q）回到单位，晚20时与两位同事一同乘坐网约车（辽A2BZ39）前往中国医科大学第一医院检查并预约新冠肺炎核酸检测，22：20入住OYO舒馨源旅馆，随后在医院对面肯德基自助点餐，步行至到医院发热门诊给舍友郝某某送餐后步行返回旅馆入住。 5月9日早5：20步行去中国医科大学第一医院发热门诊，5:40进行咽拭子采集（经中国医大一院检测结果为阴性），6时在医院对面肯德基自助点餐，打包餐食步行回旅馆（全程佩戴口罩），白天其余时间在旅馆未外出（未吃午餐），当晚19时30分步行至旅馆附近美国加州牛肉面馆就餐，20时用餐后步行回旅馆休息。 5月10日晨起未外出（未吃早餐），由于舍友郝某某被诊断为确诊病例，上午11时左右其作为密切接触者被转运至市委党校进行集中隔离医学观察。当晚22时左右采集咽拭子进行核酸检测。 5月11日市疾控中心检测结果为新型冠状病毒核酸阳性，随后由120急救车转运至市第六人民医院进行隔离治疗，经专家组诊断，判定为新冠病毒无症状感染者。 5月13日早7时，孙某某出现发热症状，体温37.5℃。经省专家组会诊，诊断为新冠肺炎确诊病例。其密切接触者在5月11日均已实施集中隔离医学观察。 病例2吕某某，男，25岁，与我市5月10日确诊患者郝某某系同事，现住浑南区白塔街道隆河谷社区君海朗郡小区。吕某某自述五一假期探亲后5月5日从葫芦岛北站乘坐D17次动车（患者记不清具体车厢和座位号）于当日14时到达沈阳南站；14时30分乘网约车（辽A9Q98J）前往浑南区君海朗郡小区；15时30分骑电动车到浑南区小石城小区附近室外篮球场打篮球；19时30分到小石城8期京东便利超市购物后，骑电动车返回家中未外出。 5月6日至8日，每天骑电动车上下班（单位地址为浑南区大羊安村777号）， 每天分别于早开工前、午间、下午15:30左右到吸烟室吸烟（曾有两次与病例郝某某同时吸烟并进行交流）。 5月6日晚17时下班后，回家途中先后在小区附近的禾木果园水果超市、赵宝辰糕点店、君海朗郡西门附近超市购物后返回家中；19时30分步行前往家附近冬妹超市购物后返回家中；20时30分君海朗郡五号楼超市为其上门送货。 5月7日早7时到单位附近饼摊买早餐；下班后直接回家未外出。 5月8日早7时30分到单位附近振宝快餐店买早餐；下班后骑电动车17时左右到奥园国际小区附近刘全生鲜超市购物，先后在烤肉摊、饼摊、调料店、海鲜摊处停留；17时30分购物结束后骑电动车回家，晚间未外出。 5月9日上午与女友居家休息；下午14时左右，骑电动车送女友到150路公交车三菱发动机厂南门站坐车；下午14时30分步行至君海朗郡百货超市购物；14时50分到奥园国际小区附近交通驾校刷学分后回家；16时-19时与同事等人在小石城小区外露天篮球场打篮球，期间17时30分在球场边买水；19时在小石城鑫嘉源超市购物后回家未外出。 5月10早9时乘网约车（辽A31JG1）到沈水湾公园与女友游玩；中午12时30分左右步行到K11购物中心负一层泰迪珍藏奶茶店买水后在一品烤鱼家餐馆就餐（用餐时间大约1小时），就餐后接到单位居家隔离通知；14时左右乘坐网约车（辽A895HS）返回家中，之后未外出。 5月11日全天在家未外出。 5月12日清晨出现发热症状，早9时30分向浑南区隆河谷社区报备，120急救车将其转运至沈阳市第四人民医院北陵院区并采集咽拭子送市疾控中心检测。5月5日-5月12日，吕某某自述上班以及外出活动期间全程佩戴口罩。 5月13日沈阳市疾控中心报告吕某某新冠肺炎核酸检测结果阳性，随后120转运车将其转运至市第六人民医院隔离治疗。当日15时，经省专家组会诊，吕某某诊断为新冠肺炎确诊病例，其密切接触者均已实施集中隔离医学观察。,chinese,True
【转发铭记！#组图回顾武汉战疫76天#】1月23日，封一座城，护一国人；4月8日，大城重启，云开月明。76天里，14亿人日夜牵念，无数人挺身而出，拼了命地为武汉搏出了一个春天。疫情终会过去，可这些日子，我们永远记得↓↓#武汉战疫日记# ​​​​,chinese,True
#抗击新冠肺炎#【#未戴口罩遭阻拦转身跳河#：把我给杀了吧！】2月11日，广东汕头一女子因未带口罩被阻拦，对防疫人员大喊：“那你把我杀了呀”，随后就转身越过栏杆跳入河中，后被刘起。L沸点视频的秒拍视频 ​​​ ​​​​,chinese,False
【正在直播！#大连疫情防控工作发布会#】7月27日0-24时，#辽宁新增6例本土确诊#，均为大连市报告的无症状感染者转归确诊病例。28日上午，大连市人民政府新闻办公室举行新冠肺炎疫情防控工作发布会。@人民日报 正在直播↓↓关注！ L人民日报的微博视频 . ​​​​,chinese,True
【#香港累计超3000例新冠肺炎#】香港特区政府卫生署7月29日通报，截至凌晨零时，全港新增118例新冠肺炎确诊病例，其中113例为本地感染。#香港连续8天新增超100例#，累计确诊病例达3003例。（陈然） ​​​​,chinese,True
哈尔滨已经封城！因绥芬河口岸疫情影响，现在不进不出，高速路下来的从哪里来回哪里去！ L木南者也的微博视频 ​​​​,chinese,False
天气渐渐热起来了，而新冠肺炎还没有结束，现在有一个更恐怖的问题来了，全国只设有三个病毒研究所，而武汉就是其中一个。武汉病毒研究所的所长石正丽教授今天凌晨向全国人民发出警告：蚊虫将是人类第三病毒传播者，一旦传播了全球六十多亿人，三分之二的人都要深受其害，所以我个人觉得蚊虫叮咬比人传人更可怕。人可以穿衣服带口罩等一些防范措施，而蚊虫叮咬了带病毒的人后再叮咬健康的人，一个、两个，甚至N个，这些病毒是看不见摸不着的。李文亮是新冠肺炎的第一个吹哨人，但人民没有重视。而石正丽教授则是蚊冠病毒的第一吹哨人，希望能被大家重视，然后采取防范措施。现在只有自己提高自我防范意识，希望大家将纱门纱窗早点用起来，杜绝蚊虫飞进房间叮咬感染病毒。 2温岭市,chinese,False
【铭“冀”于心！#1100位河北援鄂医务人员全名单#】1100个名字，#每个名字都闪闪发亮#！转发致敬！ ​ ​​​​,chinese,True
特大利好：  美国公共安全卫生部门经特朗普特批，同意将吉利德公司的新冠肺炎抑制药瑞德西韦药物专利豁免，向中国紧急公开药物分子结构至4月27日。也就是同意让中国不经美国专利许可直接仿造此药用于紧急治疗命悬一线的患者！@科罗廖夫 你不知道吗？天天制造阴谋论，rz,chinese,False
牛大夫观热点:分享一下对目前武汉肺炎多角度信息的个人看法：1，目前武汉肺炎已经是三代或四代感染，一线医生明显感觉病毒的毒性变弱。2，这个病的预后很好，不像非典预后那么差，肺部不会纤维化。治疗经验也更丰富有效，很少后遗症。3，武汉确实感染病人非常非常多，不少重症是积压拖延导致的。但是新近感染的基本都是轻症。4，重症患者目前通过大量吸氧和ECMO治疗，只要挺过呼吸窘迫期基本都可以救过来。5，目前武汉这么多死亡病例是因为诊断不及时治疗延误和早期对这个病毒的认识不够造成医生乱用药反而适得其反。是的，这次的病毒传播性强但毒性不强。6，武汉协和的职工早期积极治疗，用无创的都不多，大部分自己出院，就是几个离退休的重一点，也在无创的支持下恢复比较顺利。7，第一批出院的马上要上岗了。据观察重的都是第一代的，尤其快过年了，很多老人在家里没有正规治疗，拖到后面就有点麻烦了。这两天协和的发热门诊从高峰的2000降到了现在的200左右，拐点应该是差不多了。普通市民做好适当防护，少出门就行了，不用太恐慌，正确使用口罩很重要。8，由于存在大量无症状感染者，今后有可能会有健康携带病毒者存在。如同乙肝、甲流。可能不会象非典那样突然间的来无影去无踪。9，比较科学全面的治疗方案是：抑制病毒、提升免疫力、及时控制过度炎症反应、保护重要脏器功能、改善供氧不足，维护体内代谢平衡，及时把握ECMO的使用指征，这些综合治疗手段都是很重要的，三甲医院都有这个条件。10，全社会隔离三个14天啦，每天新发病的比率，大多数非湖北地区，都在百万分之一以下了，死亡率千分之几，许多疾病都比这个高啊！过度防疫形成恐惧是灾难的二次自损伤害！该松绑啦！人人正确使用口罩，天天测体温，处处注意通风换气，个个阳性者及密切接触者隔离。做好这些足够了，社会应该尽快复苏，恢复正常运转！我们的工作作风十分缺乏严谨的科学精神，因此会盲目的乐观和悲壮！(或者叫走极端） 2南昌·南昌大学第一附属医院(象湖院区),chinese,False
【#北京市新发地批发市场暂时休市#】北京丰台区市场监管局、丰台区卫健委会发布：近日，北京市出现新增本地新冠肺炎病例，其活动轨迹涉及新发地批发市场。经检测，在市场从业人员及环境中检出新冠病毒核酸阳性。自6月13日3时起，新发地批发市场暂时休市，进行全面的卫生整治和环境消杀。同时为保障市场供应，在其它地点设置了蔬菜、水果交易专区，实行闭环式管理。市场重启时间将另行公告。（朱竞若、王昊男）,chinese,True
【不能放松！#吴尊友提醒坚持戴口罩勤洗手#】15日，#吴尊友谈常态化疫情防控重点#：对普通人来说，要坚持个人的防护措施，不管疫情很快控制还是控制以后的一段时间都要坚持，因为全球疫情形势还是非常严峻，新冠肺炎将和人类共存一段时间，所以我们防控新冠肺炎防护措施一定得坚持。@吴尊友-NCAIDS L人民日报的微博视频,chinese,True
【#世卫组织称未来几天全球病例将超100万#，#新冠肺炎是人类第一个冠状病毒大流行#】世卫组织总干事谭德塞在4月1日表示，在过去5周，确诊病例接近爆发性增长，几乎所有国家和地区都报告了确诊病例。过去一周，死亡病例增长了一倍多，在未来几天内，确诊病例将超过100万，死亡病例将超过5万。世卫组织表示，新冠肺炎是人类面临的第一个冠状病毒大流行，人们对于病毒所知有限，世卫组织致力于向世界所有国家提供建立在事实基础上的防控指南。 #新冠是人类第一个冠状病毒大流行#（人民日报记者张朋辉）,chinese,True
#新冠肺炎# 俄罗斯为了不让人出门在街道上放了500头狮子。。。不愧是毛子 ​​​​,chinese,False
#晒晒最美的她#【上演最美“逆行”，这就是蓝衫铿锵的她】她，是女人、是女儿、是妻子、是母亲，但更重要的是，她是她自己。在广东公安战“疫”一线，无数女民（辅）警坚守岗位，默默奉献，她们的身影温暖了世界。这世上没有从天而降的英雄，只有挺身而出的凡人。向所有坚守在抗疫一线的女性致敬！L平安南粤的微博视频,chinese,True
【#致敬勇敢的心#】最艰险的时刻，你害怕过吗？我们总是被我们当中最勇敢的人，保护得很好。战疫一线，他们拥有最勇敢的心。向守护生命的勇士致敬！  L人民日报的微博视频 ​​​​,chinese,True
"【#新疆现有确诊病例523例#】新疆维吾尔自治区卫生健康委最新通报，7月30日0时至24时，新疆维吾尔自治区（含新疆生产建设兵团）报告新增新冠肺炎确诊病例112例（30例为无症状感染者转确诊病例），#新疆昌吉州新增1例确诊#其中昌吉州1例为乌鲁木齐市输入的无症状感染者转确诊病例，其余均为乌鲁木齐市病例；新增无症状感染者0例；新增治愈出院确诊病例3例，新增无症状感染者解除医学观察5例，均在乌鲁木齐市；重症转普通型2例。#新疆新增本土病例112例#截至7月30日24时，新疆（含兵团）现有确诊病例523例(危重症5例、重症27例),其中乌鲁木齐市520例、喀什地区1例（乌鲁木齐市输入）、昌吉州1例（乌鲁木齐市输入）、兵团1例；现有无症状感染者108例，其中乌鲁木齐市106例、兵团1例、昌吉州1例（乌鲁木齐市输入）；尚有12416人正在接受医学观察。7月15日0时至7月30日24时，累计治愈出院确诊病例9例，无症状感染者解除医学观察9例，均在乌鲁木齐市。",chinese,True
#钟南山 新冠肺炎疫情有望4月前结束# 屠呦呦教授再次落选院士——科研之痛何时止！02-27 07:072020年的两院院士评选，我国诺贝尔奖获得者屠呦呦教授再次落选。评选委员会给出了她落选的理由：1、没有留洋背景，2、没有博士学位，3、没有足够的论文。三条理由，我只想问有留洋背景就代表你们见识多吗？有博士学位就代表你学问好吗？有足够论文就代表你贡献多吗？简直瞎扯淡！！！,chinese,False
【#世卫警告年轻人也是新冠病毒易感者#】7月30日，世卫组织总干事谭德塞在例行记者会上说，#多国超40%新冠死亡病例在长期养老机构#，在一些发达国家，这一数字高达80%。就此问题，世卫组织已经发布相关指南，呼吁在国家层面加大应对，增加拨款，控制病毒传播等。世卫组织强调，年轻人也是新冠病毒易感者，可能会感染、传播新冠病毒，甚至会因此死亡，提醒年轻人注意感染风险已经成为当前的一大挑战。世卫组织再次呼吁年轻人谨慎防护，保护自身和他人。据媒体报道，随着暑假来临，一些地方出现了年轻人聚集病例。（张朋辉）L中报视频的秒拍视频,chinese,True
【#北京疫情防控在短期内完全结束是不可能的#】4月5日下午，第72场北京市新型冠状病毒肺炎疫情防控工作新闻发布会召开。北京市委宣传部副部长徐和建表示，首都北京疫情防控形势依然严峻复杂，不可掉以轻心。有两个关键词值得重视，一是疫情防控常态化。首都北京疫情防控在短期内完全结束是不可能的，很有可能较长时间处于疫情防控状态。因此，顺应疫情防控常态化特点，仍要坚持外防输入、内防反弹策略，科学准确分析疫情走向，坚持严防死守，精准防止。第二个关键词是紧抓窗口期。全国范围内和北京市基本阻断疫情传播，疫情防控总体可防可控可预期，现在是在确保疫情防控前提下，加快复产复工、全力以赴恢复正常生产生活的窗口期，要紧紧抓住，不可错失良机。（北京青年报）,chinese,True
一个被感染隔离的娃娃，向医生要抱抱！医生忍不住掩面而泣…….. 如果你做不了一个改变的人，至少请你做个善良的人，不要出门。💖#最搞冷笑话##冠状病毒对紫外线和热敏感# L最搞冷笑话的微博视频 ​​​​,chinese,False
转：美国认真了，疫情不在话下。35艘医疗舰已开赴各沿海港口，每舰有1000张病床和治疗设备，相当于35个雷神医院，180所战地医院一夜遍布全美，如果需要可以无限，支起帐篷就干了。美国的战时应急能力，令人叹为观止。我们花了十天建了两所医院，他们6个小时就可以立起一个野战医院，而且全套都是程序化运作，没有丝毫的手忙脚乱。,chinese,False
【#你好，明天#】未发现确诊病例！武汉近千万人的集中核酸检测排查结果出炉，以科学事实让每个人放心。疫情之后，经济的恢复首先是信心的恢复，这场全覆盖的检测为信心打了最扎实的底。武汉抗疫成果离不开这座英雄城市的巨大奉献。相信科学，相信今天武汉的安全健康，就是对他们的最好感谢和最大支持。 ​​​​,chinese,True
#俄罗斯疫情##俄罗斯##普京# 俄罗斯政府在街上放了800只狮子和老虎来防止民众外出🐯🦁️#新型冠状病毒# 战斗民族抗肺炎就是这么滴朴实无华 ​​​ ​​​​,chinese,False
【#张文宏称全球疫情至少要到年底和明年上半年#】6月20日，@张文宏医生 谈疫情形势：全球疫情还在不断攀升，10天之后会破1000万。近期全球多国纷纷加大对于新冠药物的研发投入，而加快疫苗产品研发速度也将成为解决这一全球性灾难的关键途径。无论疫苗到来与否，全球性疫情蔓延情况至少要到年底和明年上半年。,chinese,True
网传视频：一架从意大利飞至喀麦隆的客机被发现全部受肺炎感染，其中部分乘客欲逃离时被警察开枪射击！希望这不是真的，太血腥了！#新冠病毒排毒时间比SARS和流感更长#  LChina_竹叶青的微博视频 ​​​​,chinese,False
【#美疾控中心称美感染人数远超公布数据#】美国疾病控制与预防中心（CDC）21日发布一份报告称，美国不同地区感染新冠病毒的人数比这些地区报告的感染率高出2到13倍。但感染水平距离群体免疫还有很远。美国现在每天大约有70万人接受检测，但这项调查表明需要进行更多的检测，才能真正衡量美国的感染水平并控制病毒传播。（张梦旭）,chinese,True
转：俄罗斯确诊超过一万，一怒之下驱赶中国人！这些人大多是在那里留学工作和做生意的！美国确诊四十多万还没有驱赶过一个守法的中国人，这就是文明与野蛮的差距！ ​​​​,chinese,False
【#这个春天为你唱首歌#！】没有什么比音乐更能表达我们对春天的热爱和对希望的向往。这个春天，我们想为每一位战疫英雄和在疫情中默默坚守的你们唱首歌。人民日报新媒体联合@网易云音乐 打造，微博、@十点读书 倾力支持的#你好明天大型公益云音乐会#，3月25日19:30邀你云听歌，抽好礼！ ​​​​,chinese,True
【正在直播！#20城同时点亮42000张逆行者笑脸#】今晚，@人民日报 联动北京、上海、武汉、长沙、成都、杭州、深圳、西安等#全国20城点亮地标致敬白衣天使#，届时户外大屏将播放4.2万张援鄂医护人员笑脸，照片全部是人民日报记者在抗疫一线拍摄。幸得有你，山河无恙！正在直播↓↓ L人民日报的微博视频 .,chinese,True
俄罗斯政府在街上放了800只狮子和老虎来防止民众外出🐯🦁️战斗民族抗肺炎就是这么朴实无华 ​​​​,chinese,False
天气渐渐热起来了，而新冠肺炎还没有结束，现在有一个更恐怖的问题来了，全国只设有三个病毒研究所，而武汉就是其中一个。武汉病毒研究所的所长石正丽教授今天凌晨向全国人民发出警告：蚊虫将是人类第三病毒传播者，一旦传播了全球六十多亿人，三分之二的人都要深受其害，所以我个人觉得蚊虫叮咬比人传人更可怕。人可以穿衣服带口罩等一些防范措施，而蚊虫叮咬了带病毒的人后再叮咬健康的人，一个、两个，甚至N个，这些病毒是看不见摸不着的。李文亮是新冠肺炎的第一个吹哨人，但人民没有重视。而石正丽教授则是蚊冠病毒的第一吹哨人，希望能被大家重视，然后采取防范措施。现在只有自己提高自我防范意识，希望大家将纱门纱窗早点用起来，杜绝蚊虫飞进房间叮咬感染病毒。,chinese,False
【听话！#钟南山给你9条防护建议#】普通人怎么预防最好？#返程后如何做好个人防护#？钟南山的建议↓↓↓速速转给家人朋友！ ​​​​,chinese,True
据最新研究发现，此次新型肺炎病毒传播途径是华南海鲜市场进口的豺—-一种犬科动物携带的病毒，然后传给附近的狗，狗传狗 ，狗传人。狗不生病，人生病。人生病后又传给狗，循环传染。据试验，带有这种病毒的 狗周围30米內属高风险传染区，十米之内带口罩没有作用。所以，人们一定要远离狗。养有狗的家庭要把狗拴在家中，不能逗狗了。外出时除带口罩外，最好还要戴眼镜，因为此病毒可通过眼膜传入人体。目前杀死此病毒的有效物是酒精，外出前在头上，衣服上喷洒精，回家后用酒精擦拭双手、手机和物品，把外套挂在凉台通风，并用淡盐水嗽口。      这是参加研究此病毒的朋友电话告诉我的，属原创消息。 转发,chinese,False
#土耳其发生6.8级地震##土耳其旅行##河南新增23例确诊病例# 信阳封城了，土耳其发生地震了，疫情又严重了，机票可以退全款了，下个月就该回国了，我该去哪 2马尔代夫 ​​​​,chinese,False
【#英国肉类工厂暴发疫情58人确诊#】据外媒报道，当地时间18日，英国威尔士公共卫生部证实，位于威尔士兰盖夫尼市的禽肉生产企业两姐妹食品集团工厂，因暴发新冠病毒停产并关闭。目前该工厂有58例确诊病例，560名员工将全部接受新冠病毒检测。报道称，两姐妹食品集团是英国最大的食品生产商之一，是英国最大的超市鸡肉供货商。（中新网）O英国肉类工厂暴发疫情58人确诊 所有员工将接...,chinese,True
网传俄罗斯为确保疫情期间民众待在室内，放出去500头狮子。太迷了吧，这么硬核，很俄罗斯，看起来都不像假新闻了，不过为什么不是熊呢？#俄罗斯疫情# ​​​​,chinese,False
